_name_,_date_,_ageGroup_,_sex_,_userCategory_,_loyality_,_conditionInfo_,_Satisfaction_,_Effectiveness_,_EaseofUse_,_helpful_,_comment_
,1/10/2011 17:37,(25-34),Male,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,5,5,5,0,Works for me
,1/9/2011 18:42,(19-24),Female,Patient,1 to 6 months,Other,5,5,5,6,"I am an adult and was diagnosed with attention deficit disorder without hyperactivity. This medication has made a huge difference in my ability to initiate and focus on tasks as well as retain information. 

Positive side effects so far have been weight loss  mild euphoria  and improved energy and mood. Less positive side effects include dry mouth  insomnia (I am up all night if I take this too late in the afternoon)  racing pulse  and occasional nausea. It's also definitely a little addictive  more psychologically than physiologically  and on the days I don't take it I feel kind of crappy and inadequate.

All in all this medication has dramatically improved my ability to function at home  school and work and I am excited to be starting a new chapter of my life."
Help is out there!!,1/9/2011 9:36,(25-34),Female,None,1 to 6 months,Attention Deficit Disorder with Hyperactivity,5,5,5,21,I have been on the generic adderall for about 4 months now 20mgs 2xday. It has worked wonders for me at work and my home life with the boyfriend. The hardest part is im a 2nd shifter. so i will stay up till like 4am and want to get up at 2 right before work. Making me feel like im rushing everywhere before i take my meds. I take my med at 2
pikachukiller84,1/8/2011 16:51,(25-34),Male,Patient,less than 1 month,Other,3,3,5,2,"Hi  I have never been diagnosed with anything or taken any medications until just recently. I am a 26 year old make and have been feeling very down for almost a year to the point of wishing to die everyday. I have always felt it even as a child  but recently decided to seek help. The doctor prescribed me Celexa 20mg at first  I took it for a couple weeks and really didnt notice anything. He upped it to 40mg/day (Celexa) and after about a month on it I started to notice a change. It happens pretty slow  and it is subtle. But now I am much happier  I can talk to my family now without getting an attitude  and I have an overall feeling of ""life is good"". The only thing negative I noticed about it was sometimes I would feel zoned out  or staring off into space. So the doctor prescribed me Adderall 10mg twice a day. I have only been taking the adderrall for about 4 days but let me tell you... this drug can work for you or against you. The first day I got it  I didnt take it early enough and was up all night. The second day I took it in the morning  and then in the afternoon. The first time taking it the feeling was intense. One pill makes you not feel much  but after the second one you get euphoria that last's for about an hour or two and you have the feeling of being on coke or something. I was unclear for a couple of days how to use it because I didnt really feel like I could concentrate. So today I reduced it to one just before I took my test and found it to be ok. It isnt what I thought  I know it would work better if I took the second dose  but i didnt want to seem wired today  and I wanted to get a goodnight sleep. As far as mood goes  the Adderall put me in a really good mood  non aggressive  and also very relaxed (even though I felt wired and cracked out). I want to know what I should do  because 1 dose in the morning is ok  but the second one really enhances the situation  clears my head up and allows me to concentrate  but like I said the feeling for a few hour"
webmd,1/7/2011 21:07,(55-64),Female,Patient,1 to less than 2 years,Attention Deficit Disorder with Hyperactivity,5,5,5,1,
tiffanyannem1219,1/7/2011 12:44,(19-24),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,5,16,"This treatment is the best thing that has ever happened to me....I was diagnosed with ADHD when I was a little kid. At the time my mother refused to put me on medication because she feared I would be put into special ed classes. I hated school  with a passion. I was bored with what I was being taught  and focusing on doing homework was impossible. After dropping out of high school  and moving to a different state  I got my GED and started college. I talked to my doctor about my problems in the past with ADHD and she started me out on Concerta  which didn't do anything at all. She then switched me to Adderall XR 20mg once a day. For me this medicine is an absolute miracle. I can't believe the difference it has made in my ability to focus  not only on school  but living life in general.

This drug definitely does not work for everyone. I have read a lot of reviews about children having negative reactions. A close friend of mine's son was taking 30mg a day at the age of 12. He also has MANY other psychological problems as well  and Adderall turned him into a monster. His rage towards everyone around him was unbelievable. When he stopped taking it his behavior improved tremendously. In my opinion I think doctors are giving kids way too high of a dosage. 

Withdrawals from Adderall is a nightmare. I've taken a few breaks from it for about a month at a time within the past few years. I slept at least 16+ hours a day for a week straight. When I wasn't sleeping I was eating. The mood swings were terrible  and I had NO patience for ANYTHING or ANYONE. But after about a week I was almost back to normal. 

Adderall sometimes makes me very compulsive.  I will occasionally obsessively pick at my skin  and once I start its really hard to stop. Not many people experience that. Also as a smoker  it makes me smoke A LOT.

I also found that Vitamin C pretty much blocks Adderall from absorbing into the body. Once I stopped drinking juices w/ vit. C  the Adderall worked normall"
kitetodd,1/6/2011 10:09,(35-44),Male,Patient,10 years or more,Attention Deficit Disorder with Hyperactivity,5,5,5,4,i have been taking adderall for 11years now it works fine JUST have to watch yourself just like anything else i wish i had it in school maybe i would have done better and not have a G.E.D.
pikachukiller84,1/6/2011 11:25,(25-34),Male,Patient,less than 1 month,Other,1,3,5,4,I have just been on it for two days now. I am new to all the medications. I take celexa 40mg everyday for about 2 months now. like i said i started adderall 2 days ago because the celexa is awesome for depression  but i feel spaced out. The adderall makes me feel very wired  almost a coked out feeling for the first 2 hours. then it goes away but you can still feel it. I take 10mg twice a day. I made the mistake of taking it later in the day around 4pm and was up all night. finally rested around 4am for a few hours until i got up. i havent really noticed the ability to focus more because it has been thrown off by the wired feeling. i will give it a try for a few more days  maybe cut back to just one a day. i didnt think 10mg would be strong  but it messes me up.
,1/5/2011 19:31,(19-24),Female,None,None,Attention Deficit Disorder with Hyperactivity,3,4,5,6,I just began taking adderall 10 mg twice a day. I am able to concentrate in classes and study for more than 5 minutes  however I don't feel like myself. I don't eat  I'm not as outgoing  and I'm certainly not as happy. The mood swings are also apparent.. One minute im crying  followed by a feeling of elation. I also haven't slept in a few days. I could never fathom giving this drug to a child!
,1/5/2011 17:48,(13-18),Female,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,1,5,4,16,Sure adderall works wonders  it made me a straight A student  extremely focused  and very chilled out. But to me the side effects are not worth it. Its overkill  it made me like a 'zombie'. My dose had to be raised at least yearly to even work. After being on it for over 8 years I decided to quit taking adderall because i felt it consumed my life. And the withdrawl symptoms where horrible. I was constantly tired and moody  and had a uncontrolable urge to constantly eat  i gained tons a weight. So basically I would not recommend adderall and even thought it is tough to deal with ADHD  i would recommend just overcoming it instead of medicating.
